id,first_author,year,title,emc_category_code,emc_category,ai_category_code,ai_category,ai_technique,is_review,core_claim,results,limitations,source_file
18,Nivedhitha et al.,2026,Development and Optimisational Study of Porous PVDF/Ag/BaTiO3/Gr Nanocomposite Foams for Effective Electromagnetic Interference Shielding Applications Using Statistical and Machine Learning Approaches,A,Shielding and EMC materials,5,Metaheuristics and Bayesian optimization,RSM (CCD) + Gradient Descent Algorithm (GDA) for SE prediction and optimization,False,"The paper combines a statistical method (RSM/CCD) with an optimization algorithm (Gradient Descent Algorithm, GDA) to predict shielding effectiveness (SE) and to find the optimal filler composition (Ag, BaTiO3, Gr) of a porous PVDF nanocomposite foam for EMI shielding in the X-band.","The best sample (2.5 g Ag, 2.5 g BaTiO3, 0.2 g Gr, porosity 95.6%, crystallinity 64.9%) achieved a maximum shielding effectiveness of 35.9 dB in the 8–12 GHz band; both RSM and GDA predictions agreed with the experiment with a mean absolute percentage error below 2%.","Not stated explicitly: in the ""future work"" section, the authors mention that the long-term durability, mechanical strength, and thermal stability of the foam under real operating conditions, as well as the scalability of the manufacturing process, have not been verified.",DEVELOPMENT AND OPTIMISATIONAL STUDY OF POROUS PVDF:Ag:BaTiO3:Gr NANOCOMPOSITE FOAMS FOR EFFECTIVE ELECTROMAGNETIC INTERFERENCE SHIELDING APPLICATIONS USING STATISTICAL AND MACHINE LEARNING APPROACHES.pdf
41,Qi et al.,2026,Machine Learning-Empowered Electromagnetic Wave Absorbing Materials: From Forward Prediction to Generative Inverse Design,A,Shielding and EMC materials,3,Generative and inverse models,"Review: classical ML, deep learning, generative models (GAN/VAE/diffusion), PINN, LLM/AI agents",True,This review article argues that machine learning is transforming research on electromagnetic absorbing materials from an empirical trial-and-error approach into data- and knowledge-driven design — ranging from forward property prediction to generative inverse design of absorbers.,"It systematically reviews applications of classical ML, deep learning, generative and physics-informed models, LLMs, and AI agents in forward prediction, high-throughput screening, inverse design, EM parameter decomposition, explainability, multi-objective optimization, and data augmentation for absorbers; it presents physical limits (Rozanov, Snoek) as a framing context.","The authors identify the main challenges of the field as the lack of data standardization and the need for physics-guided learning, foundation models, autonomous laboratories, and validation at engineering scale.",Machine Learning-Empowered Electromagnetic Wave Absorbing Materials From Forward Prediction to Generative Inverse Design.pdf
16,Santhosh Kumar et al.,2026,Artificial Intelligence driven design optimization of the additive manufacturing parameters for making wireless charging magnetic shield,A,Shielding and EMC materials,5,Metaheuristics and Bayesian optimization,ANN surrogate models + multi-objective genetic algorithm (Pareto optimization),False,"The study combines FE simulations with ANN surrogate models and a multi-objective genetic algorithm to optimize the process parameters of LPBF additive manufacturing (laser power, scanning speed, layer thickness, substrate temperature, hatch spacing, beam diameter) for producing magnetic shielding for EV wireless charging, with the goal of minimizing residual stress and deformation.","The ANN surrogate models achieved high correlation coefficients for predicting residual stress and deformation; the multi-objective GA found Pareto-optimal solutions, e.g., residual stress of 1412–1870 MPa and deformation of 0.55–0.57 mm depending on the scenario, and FE validation confirmed these values with deviations within practical tolerance (e.g., 1508–1730 MPa, 0.59 mm).",Not stated explicitly: finding feasible Pareto solutions required repeated manual adjustment of the design-variable bounds; verified only for a single alloy (AlSi10Mg) and a specific shield geometry.,Artificial Intelligence driven design optimization of the additive manufacturing parameters for making wireless charging magnetic shield.pdf
55,Sun et al.,2026,Parametric modeling and neural-network-based prediction of cylindrical–spherical-cap magnetic shielding devices,A,Shielding and EMC materials,1,Neural networks and deep learning,BPNN (backpropagation neural network) for effective permeability prediction,False,"The authors develop a fast parametric modeling and prediction framework for cylindrical-spherical magnetic shielding devices, in which a neural network (BPNN) predicts the effective permeability based on geometric parameters and replaces computationally expensive nonlinear finite-element simulations.",The model enables fast parametric scanning of effective permeability and was experimentally validated on both small and large magnetic shields; the cylindrical-spherical structure exhibits better magnetic-field homogeneity compared to a conventional rectangular configuration.,"Not stated explicitly: the exact numerical prediction error of the BPNN model is not given in the extracted text; the model focuses on effective permeability rather than the complete 3D field, and its transferability to materials other than permalloy was not discussed.",Parametric modeling and neural-network-based prediction of cylindrical–spherical-cap magnetic shielding devices.pdf
6,Wang et al.,2026,A Reinforcement Learning-Based Multiphysics Optimization of Composite Material Component With Slot-Structure in UAV System,A,Shielding and EMC materials,4,Reinforcement learning,TD3 (reinforcement learning) + ETF-PCNN (predictive CNN surrogate),False,The paper proposes a TD3 reinforcement learning algorithm (ETF-TD3) combined with a predictive convolutional network (ETF-PCNN) for multiphysics (electromagnetic-thermal-flow) optimization of the shielding effectiveness (SE) of slotted composite components in UAV systems.,"On three types of composite components (UAV frame, two electronics enclosures), ETF-TD3 outperformed PSO and GA in average SE (SE-AUC 0.9019 vs. 0.7564 for PSO and 0.6862 for GA for the UAV frame) and was the only method to simultaneously meet the SE, thermal management, and aerodynamic requirements in all scenarios; on new slot shapes (ellipse, triangle) it achieved an accuracy above 90%.",Pretraining the ETF-TD3 agent requires approximately 100 hours of computation; the authors state that future work will focus on improving generalization to more complex systems and other types of composite materials.,A_Reinforcement_Learning-Based_Multiphysics_Optimization_of_Composite_Material_Component_With_Slot-Structure_in_UAV_System.pdf
32,Wang et al.,2026,Electromagnetic Shielding Effectiveness Prediction of Stacked Chassis Based on Snow Ablation Optimizer Algorithm,A,Shielding and EMC materials,5,Metaheuristics and Bayesian optimization,Snow Ablation Optimizer (SAO) + Robinson's equivalent model and BLT equations,False,"Combining Robinson's equivalent circuit model, BLT equations, and the metaheuristic Snow Ablation Optimizer (SAO) makes it possible to estimate the characteristic parameters of a stacked enclosure from a small number of simulation points and to predict SE at any position on the central axis, thereby overcoming the large errors of classical analytical approaches for complex cavities.","From five interior points simulated in CST, the equivalent-model parameters were estimated using SAO; the predicted SE curves along the axis agree well with the full-wave simulation, and the method identifies the optimal SE distribution along the frequency axis for placing sensitive equipment, at significantly lower computational cost.","Not stated explicitly: the method is verified only through simulation for a single type of stacked enclosure and for a vertically polarized, normally incident plane wave; experimental validation is lacking.","Electromagnetic Shielding Effectiveness Prediction of Stacked, Chassis Based on Snow Ablation Optimizer Algorithm.pdf"
52,Wu et al.,2026,Optimization Design of Active and Passive Hybrid Shielding for Electric Vehicle's Wireless Power Transfer System,A,Shielding and EMC materials,5,Metaheuristics and Bayesian optimization,Extreme Learning Machine (ELM) as a surrogate model + multi-objective optimization algorithm,False,"The authors propose a hybrid active-passive shielding structure (surrounding active coils + a ferrite-slotted passive layer) to suppress magnetic-field leakage in an electric-vehicle WPT system, and combine an extreme learning machine (ELM) surrogate model with multi-objective optimization for the shielding structure design.","According to numerical simulations, the proposed solution simultaneously maintains the system's transfer efficiency and reduces magnetic leakage in all directions, thereby improving electromagnetic exposure safety for the human body; specific numerical SE/efficiency values are not given in the extracted text.",Not stated explicitly: the work is based solely on numerical simulation without an experimental prototype; the ELM surrogate model was trained on a limited set of configurations.,"Optimization Design of Active and Passive Hybrid Shielding, for Electric Vehicle’s Wireless Power Transfer System.pdf"
262,Chen et al.,2019,Modeling and Optimization of EMI Filter by Using Artificial Neural Network,B,EMI/emission modeling and prediction,1,Neural networks and deep learning,Partially connected ANN + GA,False,"The proposed partially connected ANN enables accurate and fast modeling of the insertion loss of an EMI filter, including high-frequency coupling, without the need for parasitic parameter extraction, and, in conjunction with a genetic algorithm, enables efficient optimization of the filter component selection.","The simulated and measured insertion loss of the optimized filter agree within the 100 kHz-108 MHz band with a maximum error of 6.8 dB (at 441 kHz); the GA optimization over the ANN model takes only a few minutes, and the resulting filter meets the requirement with a margin of over 6 dB across the entire band.","The authors report an increase in training computational cost with the number of filter parameters considered, a risk of ANN overfitting for an unsuitable choice of training parameters, and validation only on a common-mode filter; DM filters with more pronounced coupling require further research.",old/269 - Modeling and Optimization of EMI Filter by Using Artificial Neural Network.pdf
254,Shu et al.,2019,An Equivalent Dipole Model Hybrid With Artificial Neural Network for Electromagnetic Interference Prediction,B,EMI/emission modeling and prediction,1,Neural networks and deep learning,ANN + equivalent dipole model (near-field scan),False,"A hybrid equivalent-dipole model with an ANN can automatically account for multiple reflections and diffraction from surrounding PCB components -- which the traditional dipole model with a free-space Green's function neglects -- when reconstructing an EMI source from a near-field scan, thereby improving the accuracy of the radiated EMI field prediction.","The method was validated by both a numerical example and measurement of a patch antenna surrounded by four heat sinks; after training on the scanned near field, the ANN predicted the EMI field in the region of interest in agreement with the reference and better than the traditional dipole model (without providing a summary numerical metric).",Not stated explicitly: the authors attribute differences between measurement and simulation to probe positioning errors and uncertainty in substrate permittivity; the model requires a near-field scan and retraining for each specific board layout.,old/261 - An Equivalent Dipole Model Hybrid With Artificial Neural Network for Electromagnetic Interference Prediction.pdf
358,De Ridder et al.,2020,Machine-Learning-Based Hybrid Random-Fuzzy Uncertainty Quantification for EMC and SI Assessment,B,EMI/emission modeling and prediction,5,Metaheuristics and Bayesian optimization,Bayesian optimization (GP regression) + polynomial chaos as a surrogate,False,"The authors propose a hybrid approach combining evidence theory, Bayesian optimization, and polynomial chaos for efficient quantification of combined aleatory and epistemic uncertainty in EMC and signal integrity problems, as a replacement for computationally expensive Monte Carlo/grid-search simulations.",The method was verified on two examples (radiated immunity of a twisted-wire pair and crosstalk of a bent differential microstrip) and provided accuracy comparable to the original hybrid MC/GS algorithm with a significantly lower number of required model evaluations (lower computational time according to the cost table).,"The authors did not provide examples with a higher number of stochastic dimensions, since comparison with the reference MC/GS method would become computationally infeasible in that case.",old/78 - Machine-Learning-Based Hybrid Random-Fuzzy Uncertainty Quantification for EMC and SI Assessment.pdf
364,Liu et al.,2020,Prediction of Capacitor's Accelerated Aging Based on Advanced Measurements and Deep Neural Network Techniques,B,EMI/emission modeling and prediction,1,Neural networks and deep learning,Conditional deep neural network (DNN) with dropout,False,"The authors propose a conditional deep neural network with dropout for predicting the accelerated aging behavior of capacitors (capacitance, ESR) that are key to EMC compliance (EMI/RFI filtering), based on data from a new continuous measurement method.","Thanks to DNN predictions, the measurement time can be shortened from a typical 1000 h to approximately 200 h or less while maintaining high prediction accuracy (high R² values in experimental validation); the method was verified on two types of film capacitors (PET and PP) under thermal and electrical stress.","The authors state that prediction accuracy decreases when shorter input measurement sequences are used (fewer measured points), and that the method was verified only on two types of capacitors under specific accelerated aging conditions.",old/83 - Prediction of Capacitor’s Accelerated Aging Based on Advanced Measurements and Deep Neural Network Techniques.pdf
216,Basyigit et al.,2021,Deep learning for both broadband prediction of the radiated emission from heatsinks and heatsink optimization,B,EMI/emission modeling and prediction,1,Neural networks and deep learning,DNN + Grey Wolf Optimizer (GWO),False,"A deep learning model predicts the resonant frequencies and maximum radiated emissions (EMI) of plate-fin heat sinks in the 2-8 GHz band from geometric parameters, complemented by a Grey Wolf Optimizer (GWO) to find the optimal heat sink geometry with lower EMI.","R² reaches values of 0.96 / 0.98 / 0.97 / 0.99 for the quantities f1, f2, REmax1, REmax2; the average prediction deviation is 0.6% relative to simulation and 1.3% relative to measurement, on a dataset of 3888 modeled heat sinks.",Not stated explicitly: the model is limited to the parametric space of plate-fin heat sinks in the 2-8 GHz band; validation against real measurements was performed on only two physical heat sinks.,old/227 - Deep learning for both broadband prediction of the radiated emission from heatsinks and heatsink optimization.pdf
339,Jiang et al.,2021,A Deep Learning Based Macro Circuit Modeling for Black-box EMC Problems,B,EMI/emission modeling and prediction,1,Neural networks and deep learning,Physics-informed fully connected DNN for the inverse circuit problem,False,A physics-informed deep neural network enables deriving a low-order macro-circuit (PEEC) model of an unknown black-box device from measured near-field data for solving emission and immunity EMC problems.,"On a proof-of-concept example (10x10 grid, 1000 samples), the DNN achieved good agreement between the predicted node potentials and the true PEEC model values, while a strategy using the magnitude and phase of the displacement current as input reduced the number of input neurons by nearly 50%.",Not stated explicitly: validation was carried out only on a simplified lossless PEEC model with a randomly generated trace; real multilayer and lossy structures were not tested.,old/60 - A Deep Learning Based Macro Circuit Modeling for Black-box EMC Problems.pdf
48,Trinchero et al.,2021,Machine Learning Regression Techniques for the Modeling of Complex Systems: An Overview,B,EMI/emission modeling and prediction,2,Classical machine learning,"SVM, LS-SVM, and Gaussian Process Regression (surrogate models)",True,"The paper examines the effectiveness of advanced ML regressions (SVM, LS-SVM, Gaussian Process Regression) for building accurate and rapidly evaluable surrogate models that predict output quantities of EMC systems (e.g., a converter's emission spectral envelope) as a function of system parameters.","Surrogate models trained on a limited number of samples (L=50-300) accurately reproduce the results of a 10,000-sample Monte Carlo simulation; training takes 200 s for LS-SVM, 11 s for GPR, and 20 s for 2nd-order PCE, with GPR providing 95% confidence intervals that conservatively cover 85.5% of the tested current spectra.",Not stated explicitly: the paper is conceived as a review/tutorial study using two illustrative examples; the general validity of the conclusions for a broader class of EMC problems has not been systematically verified.,Machine_Learning_Regression_Techniques_for_the_Modeling_of_Complex_Systems_An_Overview.pdf
137,Yang et al.,2022,A Neuro-Space Mapping Method for Harmonic Interference Prediction of SOIFET Radio Frequency Switches,B,EMI/emission modeling and prediction,1,Neural networks and deep learning,Dynamic neuro-space mapping with LSTM (+ INC equivalent-circuit coarse model),False,"A dynamic neuro-space mapping model that combines a simplified nonlinear capacitive (INC) coarse model with LSTM mapping networks can accurately and quickly predict harmonic interference of SOIFET RF switches, providing guidance for preventing EMI issues already at the RF front-end design stage.",The harmonic power prediction achieves a relative error of up to 6.44%; the prediction errors for all three monitored harmonics are below 7% and agree with measurements; the method is significantly more accurate than both static neuro-SM and the INC model alone.,The authors state that the model has not yet been generalized to other types of SOIFET switches; they leave the development of a generalizable harmonic-prediction model for different switch types to future work.,old/157 - A Neuro-Space Mapping Method for Harmonic Interference Prediction of SOIFET Radio Frequency Switches.pdf
332,Bai et al.,2023,Application of Non-Embedded Uncertainty Analysis Methods in Worst Case Estimation of the EMC,B,EMI/emission modeling and prediction,2,Classical machine learning,"Kriging surrogate model (GPR) compared with Monte Carlo, stochastic collocation, and SROM",False,"The article compares four non-embedded uncertainty analysis methods (Monte Carlo, stochastic collocation, stochastic reduced-order model, and a Kriging surrogate model) for estimating worst-case scenarios in EMC problems, such as cable-bundle crosstalk and shielding effectiveness.","The Kriging surrogate model requires only 49-81 deterministic simulations compared to 80,000 for Monte Carlo, but for problems with higher nonlinearity its accuracy is substantially worse (e.g., an error of 43.4-69.2 versus the correct value of 1.032); stochastic collocation offers the best trade-off between accuracy and efficiency.","The study used only a two-dimensional model of random variables, so the dimension disaster problem for stochastic collocation did not manifest; for higher-dimensional problems, the authors recommend caution and improving the nonlinear capability of the Kriging model.",old/54 - Application of non-embedded uncertainty analysis methods in worst case estimation of the emc.pdf
258,Al Ali et al.,2024,Metaheuristic aided structural topology optimization method for heat sink design with low electromagnetic interference,B,EMI/emission modeling and prediction,5,Metaheuristics and Bayesian optimization,MASTO (YUKI metaheuristic) + FEM,False,"The MASTO (metaheuristic-assisted structural topology optimization) method can, in a multiphysics problem, design a heat sink that simultaneously maximizes heat dissipation and minimizes EMI by suppressing the resonant (antenna-like) properties of the finned structure already at the design stage.","Optimized 2D heat sink topologies balancing thermal conductivity (including convection) and EMI suppression -- evaluated via impedance mismatch -- were obtained; the designs were fabricated and validated by measurement (VSWR, thermal measurements) in agreement with the simulations, without a summary numerical metric for EMI reduction.",Not stated explicitly: the study is limited to 2D arrangements with elongated fins and evaluation of EMI via impedance matching to a known interference frequency; general 3D geometries and broadband excitation are not addressed.,old/265 - Metaheuristic aided structural topology optimization method for heat sink design with low electromagnetic interference.pdf
331,Zhang,2024,Deep learning method for predicting electromagnetic emission spectrum of aerospace equipment,B,EMI/emission modeling and prediction,1,Neural networks and deep learning,LSTM + Bayesian hyperparameter optimization,False,The authors propose a deep learning method (an LSTM network with Bayesian hyperparameter optimization) combined with threshold-based data decomposition for predicting the electromagnetic emission spectrum of spacecraft equipment in EMC tests.,"On three examples (conducted emission of a signal line, conducted emission of a power line, radiated electric-field emission), the predicted emission spectrum matched the test data at a 95% confidence level.",The authors note a trade-off between the decomposition threshold setting and computational cost: a lower threshold increases prediction accuracy but requires more computational resources and a longer computation time.,old/53 - Deep learning method for predicting electromagnetic emission spectrum of aerospace equipment.pdf
224,Kiss et al.,2025,Machine learning based electric field budgeting methodology for EMC critical systems,B,EMI/emission modeling and prediction,1,Neural networks and deep learning,3D CNN (U-Net) as a surrogate model for EM simulation,False,"A surrogate model based on a 3D CNN (U-Net), trained on data from a 3D electromagnetic simulator (CST), predicts the spatial distribution of the electric field within a system from the emissions of individual units and the 3D geometry, enabling fast determination of radiated emission limits (electric field budgeting) for EMC-critical systems, e.g., spacecraft.","The trained model predicts new 3D field maps with an MAE error < 3 dB per scene/frequency on the order of milliseconds, compared to the 15-20 minutes (simple geometry) to tens of hours (complex geometry) required for a full EM simulation; it enables thousands of Monte Carlo runs to be performed within a single hour.","The model is accurate only within the range of parameters and geometries used during training; it requires extensive simulation-based training data and further fine-tuning on real measurements, which has not yet been performed in this work.",old/234 - Machine Learning Based Electric Field Budgeting Methodology for EMC Critical Systems.pdf
54,Shi et al.,2025,PGPR-GA hybrid framework for automated EMI filter design,B,EMI/emission modeling and prediction,2,Classical machine learning,Piecewise Gaussian Process Regression (PGPR) surrogate + genetic algorithm (GA),False,"The authors propose an automated optimization framework for EMI filter design that combines a piecewise Gaussian process regression (PGPR) surrogate model, capturing the filter's frequency-dependent behavior, with a genetic algorithm (GA) to find an optimal, commercially available (BOM-ready) filter configuration.","The PGPR surrogate achieves a coefficient of determination of R²=0.99 when validated on 75 filter configurations, with an uncertainty coverage of 98.3%; the autonomously designed and manufactured filter met the CISPR 32 Class B standard, with a prediction agreement of RMSE = 0.62 dB.","The authors state that the framework is currently limited to a single filter topology (Π-type CLC), and recommend future extension with transfer learning for more complex topologies, full multi-objective optimization, and real-time adaptive design using reinforcement learning.",PGPR-GA hybrid framework for automated EMI filter design.pdf
12,Nikiforos et al.,2026,An AI-Based Pareto-Driven Cost-Dimension Optimization of EMI filters for DC-DC Converters,B,EMI/emission modeling and prediction,1,Neural networks and deep learning,MLP feasibility-range classifier + Pareto-dominance optimization,False,"The paper proposes an AI-assisted Pareto optimization algorithm for the synthesis of passive EMI filters for DC-DC converters, which minimizes cost and footprint/volume while ensuring the required EMI attenuation and system stability, using real catalogs of commercial components.","On two commercial boards (TI LM25149-Q1EVM-2100, ST STEVAL-L3751V12), the algorithm found solutions that outperformed the reference designs in both cost and footprint/volume simultaneously; an auxiliary MLP classifier for estimating computational cost achieved an accuracy of 98.7%.",Not stated explicitly: the method was verified only on two specific buck-converter boards and a component dataset from a single distributor (Mouser); generality for other converter topologies was not tested.,An_AI-Based_Pareto-Driven_Cost-Dimension_Optimization_of_EMI_filters_for_DC-DC_Converters.pdf
19,Tulumbaci et al.,2026,Deep Surrogate Modeling for Conducted EMI Prediction and Filter Optimization in a Three-Level NPC Inverter: From Experimental Data to Compliance-Aware Design,B,EMI/emission modeling and prediction,1,Neural networks and deep learning,ANN/CNN/DNN/PINN surrogate models for conducted EMI prediction,False,"The study proposes an experimentally grounded framework with deep surrogate models (ANN, CNN, DNN, PINN) for predicting conducted EMI in a three-phase NPC converter with an active harmonic filter, and their use in optimizing a filter that meets regulatory emission limits.",CNN achieved the most consistent and stable predictive performance among the models; surrogate-driven optimization improved the worst-case regulatory emission margin by 15.20 dBµV (from −3.7 dBµV before optimization to 7.26–11.50 dBµV for the verified optimized designs).,"The authors state that a low aggregate model error does not guarantee physically plausible spectral behavior, which was particularly evident in the ""standby peak"" scenario, where the spectral structure is difficult to learn.",Deep Surrogate Modeling for Conducted EMI Prediction and Filter Optimization in a Three-Level NPC Inverter From Experimental Data to Compliance-Aware Design.pdf
316,Deschrijver et al.,2012,Automated Near-Field Scanning Algorithm for the EMC Analysis of Electronic Devices,C,"EMC testing, measurement and diagnostics",2,Classical machine learning,Kriging surrogate model + sequential sampling,False,The authors propose an automated sequential sampling algorithm with a Kriging surrogate model that minimizes the number of measurement points needed to characterize the electromagnetic near field of electronic devices for EMC analysis purposes.,"The method was successfully verified on both simulated and measured printed circuit board examples, where it achieved highly accurate reconstruction of the near-field zone with a substantially lower number of scan points than conventional uniform sampling.",Not stated explicitly: the method was demonstrated only on a limited number of PCB examples; behavior for more complex 3D geometries and higher frequencies was not systematically examined.,old/4 -Automated Near-Field Scanning Algorithm for the EMC Analysis of Electronic Devices.pdf
327,Singh et al.,2013,Adaptive Classification Algorithm for EMC-Compliance Testing of Electronic Devices,C,"EMC testing, measurement and diagnostics",2,Classical machine learning,LS-SVM/ANN classification + sequential sampling,False,"The authors present an adaptive classification algorithm that, using sequential sampling and a classification model (LS-SVM/ANN), identifies regions of low/medium/high near-field amplitude during EMC compliance testing with a minimal number of measurements.","The method was verified on a measured microstrip line bend, where it enabled accurate delineation of the three interference region classes with a substantially lower number of measurements than a full device scan; the specific percentage of measurement savings is not given in the available text.",Not stated explicitly: validation was carried out on only a single test sample (microstrip bend); the general robustness of the method for more complex devices has not been demonstrated.,old/5 -Adaptive classification algorithm for EMC-compliance testing of electronic devices.pdf
328,Tziris et al.,2019,Optimized Planar Elliptical Dipole Antenna for UWB EMC Applications,C,"EMC testing, measurement and diagnostics",5,Metaheuristics and Bayesian optimization,Invasive Weed Optimization (IWO) + PSO + DE,False,"The authors propose a planar elliptical dipole antenna for UWB EMC measurements, optimized using the invasive weed optimization (IWO) metaheuristic algorithm and its modified version, compared against PSO and DE.","The modified IWO achieved better results than conventional IWO, PSO, and DE in optimizing the antenna's return loss, realized gain, and gain flatness in the 1-5 GHz band, thereby demonstrating superiority over the other methods.",Not stated explicitly: the optimization was verified only through simulation (CST) for one antenna type; the performance of the modified IWO on other antenna structures was not tested.,old/50 - Optimized Planar Elliptical Dipole Antenna for UWB EMC Applications.pdf
227,Nourshamsi et al.,2020,Estimating Mean of Maximum Fields Inside Reverberation Chambers Using Deep Neural Networks,C,"EMC testing, measurement and diagnostics",1,Neural networks and deep learning,Deep feedforward neural network (MLP),False,"A deep feedforward neural network (regression model) predicts the mean value of the maximum field inside a nested reverberation chamber (whose distribution deviates from the Rayleigh distribution) as a function of frequency, as an alternative to the traditional estimation using maximum-likelihood estimation of GEV distribution parameters.","The network with five hidden layers achieved a training/test mean squared error (MSE) of 325e-5 / 625e-5 and provides results approximately ten times faster than the traditional MLE method, without the need for retraining for new frequency steps.","The authors state that the network's performance could be further improved by using an ensemble of networks and Monte Carlo cross-validation, which they leave for future work; the method was validated for only one aperture configuration and would need to be extended to other aperture shapes and measurement positions.",old/237 - Estimating Mean of Maximum Fields Inside Reverberation Chambers Using Deep Neural Networks.pdf
103,de São José et al.,2020,Improving antenna gain estimations in non-ideal test sites with auto-tunable filters,C,"EMC testing, measurement and diagnostics",5,Metaheuristics and Bayesian optimization,PSO (particle swarm optimization) for tuning adaptive filter parameters and the time-gating window,False,"The authors propose a computational tool with automatically tunable adaptive filters optimized using PSO, which improves antenna gain estimation in non-ideal open-area test sites (OATS) used for EMC antenna calibration, without requiring the operator to have signal-processing expertise.","The new fitness function for PSO filter optimization achieved a higher average correlation between the filtered and reference (reflection-free) gain curve (0.86 versus 0.81 for the classical MSE fitness), and the method outperformed the traditional time-gating approach, especially at low signal-to-noise ratio, requiring fewer measurements.","Not stated explicitly: validation was performed only on a limited number of antennas and two specific measurement facilities (UFMG, IFSTTAR); generalizability to other types of environments, antennas, and frequency bands was not verified.",old/126 - Improving antenna gain estimations in non-ideal test sites with auto-tunable filters.pdf
211,Takizawa et al.,2021,Estimation of electromagnetic far-field from near-field using machine learning,C,"EMC testing, measurement and diagnostics",2,Classical machine learning,XGBoost (Gradient Boosting Decision Tree),False,"A machine learning model (GBDT/XGBoost) estimates the far-field radiated emissions of a printed circuit board from a near-field scan, which could replace costly anechoic chamber measurements in EMC testing.","The RMSPE of the far-field intensity estimate remained consistently below 7.1% in the 1-6 GHz band, with the best value of approximately 4.5% at 1 GHz, based on 2000 training and 500 test samples.",The dataset was generated purely by simulation (FDTD method) for a single substrate size and randomly placed conductive traces; the method has not been validated against real measurements.,old/222 - Estimation of electromagnetic far-field from near-field using machine learning.pdf
228,Wen et al.,2021,Near-Field Prediction in Complex Environment Based on Phaseless Scanned Fields and Machine Learning,C,"EMC testing, measurement and diagnostics",1,Neural networks and deep learning,"ANN with Bayesian regularization, Green's function input, phaseless scanned near field",False,"The authors propose a method based on an artificial neural network (ANN) with Green's functions as input, which predicts the radiated field of an unknown EMI source in a complex environment with multiple reflections from a phaseless (magnitude-only) scanned near field, without the need to measure the field phase.",The method was validated by both numerical and measurement experiments (an antenna between two parallel metal plates) and achieved higher accuracy and robustness in predicting the field magnitude on validation planes (2.353 GHz and 3.724 GHz) than the traditional interpolation method and the differential evolution (DE) method.,Not stated explicitly: the authors merely note better accuracy compared to the benchmark methods without discussing specific limitations; this presumably concerns the need to predefine the number and position of equivalent dipoles according to the DUT geometry and the scanned field.,old/238 - Near-Field Prediction in Complex Environment Based on Phaseless Scanned Fields and Machine Learning.pdf
234,Elias et al.,2022,Experimental Prediction of the Radiated Emission and Final Measurement Process Optimization based on Deep Neural Networks According to EN 55032,C,"EMC testing, measurement and diagnostics",1,Neural networks and deep learning,1D CNN and hybrid CNN-LSTM network for predicting the worst-case position in radiated EMI measurement,False,"The authors propose predicting the position of maximum radiated emission (turntable azimuth and antenna height) during the final phase of EMC measurement per the EN 55032 standard using a 1D CNN and a hybrid CNN-LSTM architecture, thereby shortening the measurement time.","The model achieved savings of up to 75% in turntable rotation time and 83.29% in antenna height positioning time, at an acceptable position prediction error (on the order of 13-17%); the total duration of the final measurement phase was reduced by up to 40% compared to the R&S EMC32 software.",Not stated explicitly: the authors only mention the need for real training data from the Cetecom chamber for specific EUT types; this presumably concerns limited generalization to other device types and frequency ranges outside the trained set.,old/243 - Experimental Prediction of the Radiated Emission and Final Measurement Process Optimization based on Deep Neural Networks According to EN 55032.pdf
235,Elias et al.,2022,Development and Evaluation of a CNN-LSTM Architecture based Neural Network for Time Optimization during EMI Measurements,C,"EMC testing, measurement and diagnostics",1,Neural networks and deep learning,1D CNN and hybrid CNN-LSTM network for predicting the worst-case EUT position in radiated EMI measurement,False,"Similarly to a companion paper by the same authors (per the 47 CFR §15.209 standard instead of EN 55032), the authors propose predicting the worst-case azimuth and antenna height using a 1D CNN and a hybrid CNN-LSTM network to shorten the final phase of EMI measurement.","At an acceptable position error (16.78% for 1D-CNN, 8.21% for CNN-LSTM), up to 75% of the turntable rotation time can be saved, and at an antenna height error of 34.03%/19.11%, up to 83.29% of the height positioning time can be saved; overall, up to 50% of the final measurement phase duration can be saved compared to the R&S EMC32 software.","Not stated explicitly: similarly to the companion paper, the authors do not state explicit limitations; this presumably concerns dependence on the size and representativeness of the training set of measurements from a specific chamber, and limited transferability to other devices.",old/244 - Development and Evaluation of a CNN-LSTM Architecture based Neural Network for Time Optimization during EMI Measurements.pdf
367,Maalouly et al.,2022,AI Assisted Interference Classification to Improve EMC Troubleshooting in Electronic System Development,C,"EMC testing, measurement and diagnostics",1,Neural networks and deep learning,Deep neural network (DNN) + PCA for dimensionality reduction,False,"The authors use a deep neural network to classify different PCB designs based on their simulated electromagnetic frequency spectra obtained from near-field-to-far-field transformation, in order to identify the probable cause of EMC limit exceedance.","The best model (4 layers, 128 neurons, 100 input features after PCA) achieved 99.88% accuracy, 99.89% precision, 99.86% recall, and 99.88% F1 score on test data from 22 PCB design classes.","The authors state that the model was trained only on synthetic (simulated) data and needs to be verified on real measurements of manufactured PCBs; furthermore, multiple parameters were varied simultaneously in the experiment, which complicates unambiguous identification of the error cause.",old/86 - AI Assisted Interference Classification to Improve EMC Troubleshooting in Electronic System Development.pdf
